wavelength (nm);5_8_2023;5_8_2024;5_8_2025;5_8_2026;5_8_2027;5_8_2028;5_8_2029;5_8_2030;5_8_2031;5_8_2032;12/06/2023;12/06/2023;29/05/2023;29/05/2023;29/05/2023;29/05/2023;29/05/2023;29/05/2023;29/05/2023;29/05/2023;29/05/2023;29/05/2023;08/05/2023;08/05/2023;22_05_2023;22_05_2024;22_05_2025;22_05_2026;22_05_2027;22_05_2028;22_05_2029;22_05_2030;22_05_2031;22_05_2032;22_05_2033;22_05_2034;22_05_2035;22_05_2036;22_05_2037;22_05_2038;22_05_2039
226;121.434;165.32;151.583;154.238;150.895;157.51;107.935;103.872;149.975;145.856;-0.035;-0.035;25.863;32.354;46.214;38.274;38.95;131.501;156.247;130.634;74.291;10.598;55.793;52.63;29.211;62.953;151.633;167.147;30.983;65.253;132.221;17.352;48.01;39.256;52.982;28.449;16.862;0.737;85.462;38.853;18.336
226.5;118.932;162.331;149.165;151.839;148.426;154.895;105.666;101.566;146.346;142.445;-0.033;-0.033;25.435;31.679;45.132;37.388;38.037;129.066;153.338;127.875;73.307;10.134;54.215;51.203;28.697;61.713;148.729;164.137;30.442;63.929;129.22;16.707;45.645;38.243;51.592;27.624;16.377;0.722;83.68;37.978;18.133
227;116.841;159.28;146.93;149.727;146.028;152.913;103.692;99.661;143.122;139.295;-0.029;-0.029;24.951;31.057;44.102;36.611;37.229;126.761;150.557;125.427;72.51;9.811;52.433;49.608;28.213;60.562;145.942;161.057;30.042;62.708;126.792;16.115;43.678;36.982;50.05;26.77;15.842;0.704;82.252;37.306;17.921
227.5;115.036;156.839;145.2;147.834;144.086;151.023;102.276;98.008;140.544;136.877;-0.024;-0.024;24.468;30.574;43.106;35.88;36.54;124.71;148.092;123.544;71.92;9.73;50.607;47.836;27.842;59.482;143.391;158.37;29.613;61.721;124.547;15.631;42.171;35.782;48.459;25.897;15.3;0.684;81.305;36.896;17.676
228;113.524;154.852;143.506;146.216;142.494;149.412;101.102;96.747;138.557;134.954;-0.021;-0.021;24.08;30.075;42.326;35.355;35.998;123.066;146.169;122.112;71.666;9.913;48.711;45.867;27.35;58.699;141.482;156.288;29.081;60.996;122.833;15.079;41.174;34.618;46.781;24.989;14.718;0.67;80.791;36.709;17.427
228.5;112.074;153.167;142.117;144.988;141.245;148.074;100.305;95.849;136.904;133.334;-0.021;-0.021;23.719;29.538;41.661;34.945;35.566;121.862;144.705;121.054;71.424;10.247;46.801;44.023;26.908;57.952;139.78;154.445;28.653;60.358;121.554;14.545;40.465;33.431;45.11;24.134;14.169;0.663;80.545;36.678;17.199
229;110.891;151.651;141.029;143.891;140.3;146.919;99.624;95.156;135.687;132.107;-0.023;-0.023;23.332;29.052;41.129;34.595;35.272;121.003;143.53;120.27;71.4;10.696;45.04;42.218;26.584;57.303;138.372;152.675;28.318;59.902;120.389;14.106;40.043;32.325;43.748;23.361;13.71;0.655;80.42;36.738;16.989
229.5;109.76;150.143;140.142;142.892;139.442;146.045;99.017;94.624;134.557;131.161;-0.025;-0.025;22.974;28.651;40.642;34.294;35.054;120.354;142.791;119.703;71.484;11.221;43.289;40.491;26.155;56.807;137.069;151.242;27.933;59.511;119.533;13.768;39.78;31.179;42.373;22.565;13.298;0.649;80.516;36.864;16.683
230;108.692;148.845;139.204;141.981;138.619;145.274;98.425;94.027;133.449;130.172;-0.027;-0.027;22.697;28.25;40.209;34.051;34.814;119.835;141.89;119.176;71.617;11.722;41.604;38.825;25.866;56.274;135.825;149.888;27.641;59.078;118.679;13.447;39.398;30.179;41.08;21.858;12.901;0.648;80.368;36.839;16.516
230.5;107.382;147.102;137.881;140.719;137.545;143.981;97.368;92.88;131.987;128.717;-0.033;-0.033;22.412;27.916;39.788;33.771;34.541;119.095;140.91;118.291;71.477;11.948;39.877;37.185;25.581;55.575;134.194;148.226;27.295;58.462;117.318;13.157;38.617;29.219;39.884;21.202;12.505;0.651;79.606;36.474;16.406
231;105.808;144.989;136.023;138.86;135.927;142.176;95.756;91.293;129.973;126.657;-0.04;-0.04;22.165;27.562;39.245;33.378;34.164;118.084;139.449;117.031;71.096;11.92;37.948;35.469;25.24;54.767;132.28;146.279;26.867;57.616;115.695;12.79;37.552;28.166;38.542;20.526;12.082;0.654;78.376;35.845;16.227
231.5;103.909;142.531;133.818;136.627;134.071;139.945;93.951;89.344;127.482;124.202;-0.045;-0.045;21.924;27.208;38.633;32.889;33.684;116.719;137.655;115.405;70.552;11.642;36.063;33.75;24.846;53.861;130.089;143.951;26.344;56.625;113.807;12.393;36.328;26.993;37.093;19.742;11.665;0.655;76.899;35.027;15.931
232;101.841;139.817;131.326;134.212;131.993;137.642;92.062;87.239;124.801;121.649;-0.044;-0.044;21.652;26.883;38.031;32.398;33.242;115.349;135.871;113.773;70.135;11.385;34.369;32.123;24.422;52.91;127.792;141.501;25.807;55.563;111.761;11.971;35.04;25.907;35.675;19.027;11.215;0.661;75.347;34.257;15.621
232.5;99.944;137.175;128.886;131.926;130.012;135.519;90.313;85.27;122.279;119.264;-0.04;-0.04;21.277;26.512;37.486;31.946;32.843;114.051;134.177;112.356;69.844;11.249;32.881;30.644;23.99;51.998;125.499;139.078;25.215;54.535;109.858;11.58;33.93;24.888;34.267;18.319;10.795;0.668;73.936;33.602;15.274
233;97.938;134.64;126.485;129.636;127.956;133.382;88.58;83.411;119.893;117.095;-0.035;-0.035;20.949;26.087;36.926;31.529;32.445;112.774;132.547;110.844;69.509;11.106;31.469;29.352;23.57;51.082;123.27;136.59;24.736;53.513;107.903;11.193;32.843;24.026;33.042;17.732;10.397;0.674;72.494;32.899;14.966
233.5;95.889;132.078;124.198;127.46;125.956;131.188;86.807;81.571;117.592;115.016;-0.033;-0.033;20.673;25.694;36.393;31.124;32.054;111.37;130.856;109.329;69.062;10.932;30.214;28.187;23.139;50.169;121.032;134.187;24.193;52.555;106.037;10.847;31.831;23.192;31.977;17.121;10.078;0.676;71.065;32.265;14.668
234;93.852;129.565;122.068;125.154;123.909;129.031;85.087;79.786;115.55;113.036;-0.031;-0.031;20.387;25.373;35.837;30.733;31.681;109.908;129.223;107.705;68.608;10.749;29.152;27.139;22.84;49.23;118.94;131.719;23.89;51.638;104.174;10.615;30.911;22.528;31.1;16.64;9.772;0.677;69.713;31.661;14.399
234.5;91.994;127.394;120.165;123.267;122.091;127.243;83.546;78.325;113.996;111.439;-0.026;-0.026;20.169;25.032;35.314;30.407;31.316;108.64;127.795;106.249;68.339;10.712;28.218;26.295;22.373;48.359;116.982;129.533;23.468;50.827;102.496;10.354;30.206;21.906;30.228;16.174;9.501;0.68;68.703;31.18;14.107
235;90.432;125.433;118.506;121.543;120.452;125.546;82.249;77.043;112.812;110.252;-0.021;-0.021;19.944;24.677;34.892;30.103;31.007;107.526;126.422;104.944;68.098;10.771;27.443;25.46;21.973;47.578;115.147;127.576;23.187;50.051;100.849;10.141;29.588;21.367;29.519;15.745;9.257;0.686;67.799;30.789;13.933
235.5;88.981;123.448;116.955;119.828;118.851;123.881;80.979;75.89;111.728;109.122;-0.024;-0.024;19.801;24.421;34.487;29.786;30.715;106.381;125.054;103.668;67.762;10.802;26.656;24.726;21.681;46.757;113.268;125.484;22.936;49.292;99.132;10.031;28.834;21.019;29.009;15.443;9.055;0.691;66.691;30.252;13.9
236;87.591;121.526;115.228;117.98;117.154;122.077;79.586;74.657;110.742;108.133;-0.025;-0.025;19.63;24.153;34.137;29.509;30.418;105.339;123.697;102.366;67.394;10.816;25.771;23.941;21.316;46.004;111.49;123.629;22.615;48.531;97.621;9.805;28.23;20.573;28.4;15.085;8.834;0.697;65.586;29.699;13.744
236.5;86.061;119.553;113.44;116.175;115.442;120.217;78.328;73.345;109.667;106.916;-0.029;-0.029;19.481;23.872;33.766;29.189;30.098;104.2;122.306;101.119;66.961;10.734;25.068;23.207;20.99;45.195;109.68;121.694;22.306;47.775;96.094;9.644;27.562;20.099;27.786;14.711;8.665;0.697;64.324;29.063;13.529
237;84.513;117.66;111.497;114.341;113.535;118.256;77.054;71.881;108.565;105.81;-0.031;-0.031;19.227;23.625;33.414;28.963;29.826;103.211;121.01;99.831;66.567;10.729;24.449;22.621;20.659;44.425;108.029;119.764;21.981;47.048;94.505;9.514;26.918;19.627;27.209;14.372;8.473;0.702;63.058;28.53;13.268
237.5;83.097;115.79;109.526;112.584;111.67;116.418;75.769;70.549;107.445;104.742;-0.033;-0.033;18.971;23.401;33.018;28.657;29.508;102.201;119.581;98.502;66.16;10.694;23.805;22.043;20.339;43.699;106.477;117.844;21.561;46.385;93.061;9.318;26.382;19.12;26.469;14.004;8.307;0.705;61.849;27.996;12.958
238;81.602;113.998;107.582;110.824;109.697;114.45;74.561;69.176;106.424;103.861;-0.032;-0.032;18.728;23.107;32.575;28.318;29.185;101.159;118.1;97.065;65.715;10.616;23.167;21.485;20.053;42.989;104.877;115.816;21.248;45.659;91.527;9.141;25.806;18.66;25.837;13.677;8.125;0.716;60.519;27.4;12.659
238.5;80.056;112.19;105.563;108.987;107.626;112.235;73.153;67.68;105.171;102.719;-0.033;-0.033;18.507;22.851;32.146;28.03;28.918;99.899;116.538;95.599;65.274;10.483;22.48;20.895;19.806;42.301;103.174;113.913;20.863;44.916;89.942;9.015;25.27;18.165;25.183;13.344;7.907;0.723;59.231;26.826;12.356
239;78.423;110.29;103.535;106.977;105.42;109.959;71.678;66.079;104.04;101.589;-0.028;-0.03;18.304;22.555;31.724;27.751;28.61;98.532;114.891;94.065;64.799;10.273;21.831;20.309;19.547;41.612;101.515;111.97;20.596;44.165;88.319;8.876;24.708;17.716;24.526;13.017;7.687;0.724;57.91;26.156;12.112
239.5;76.788;108.341;101.439;105.024;103.102;107.587;70.089;64.501;102.885;100.486;-0.045;-0.027;18.107;22.239;31.359;27.461;28.283;97.134;113.162;92.414;64.305;10.075;21.202;19.75;19.13;40.979;99.782;110.122;20.145;43.368;86.697;8.667;24.137;17.179;23.78;12.586;7.473;0.728;56.566;25.459;11.788
240;75.318;106.331;99.377;102.983;100.769;105.095;68.521;62.964;101.718;99.447;-0.018;-0.024;17.878;21.962;30.993;27.111;27.929;95.472;111.128;90.549;63.642;9.77;20.663;19.198;18.799;40.329;97.9;108.264;19.852;42.512;84.989;8.563;23.51;16.672;23.138;12.196;7.261;0.729;55.06;24.693;11.529
240.5;73.952;104.395;97.496;100.943;98.487;102.705;67.036;61.651;100.705;98.458;0.003;-0.024;17.732;21.754;30.63;26.771;27.552;93.732;109.009;88.612;62.915;9.465;20.053;18.678;18.565;39.617;95.985;106.379;19.584;41.691;83.335;8.472;22.831;16.268;22.528;11.877;7.081;0.727;53.48;23.896;11.36
241;72.711;102.65;95.734;99.125;96.439;100.521;65.775;60.438;100.07;97.89;0.023;-0.018;17.586;21.52;30.274;26.501;27.214;92.08;107.038;86.835;62.329;9.302;19.535;18.128;18.269;39.015;94.277;104.804;19.283;41.005;81.977;8.317;22.455;15.814;21.88;11.489;6.87;0.723;52.224;23.306;11.097
241.5;71.708;101.265;94.354;97.709;94.752;98.678;65.007;59.68;99.85;97.57;0.032;-0.017;17.466;21.262;29.961;26.241;26.952;90.642;105.307;85.46;61.889;9.294;19.148;17.695;18.063;38.477;92.837;103.368;19.022;40.467;80.892;8.271;22.279;15.397;21.302;11.147;6.745;0.71;51.298;22.924;10.833
242;70.889;100.214;93.268;96.579;93.337;97.208;64.509;59.18;99.963;97.76;0.034;-0.017;17.337;21.112;29.648;26.049;26.691;89.452;103.886;84.209;61.556;9.407;18.746;17.313;17.816;38.025;91.672;102.003;18.772;40.104;80.051;8.192;22.364;15.051;20.806;10.847;6.609;0.701;50.775;22.821;10.618
242.5;70.303;99.248;92.438;95.805;92.212;96.015;64.321;58.988;100.28;98.088;0.028;-0.02;17.252;21.014;29.323;25.785;26.464;88.534;102.668;83.15;61.317;9.629;18.373;16.947;17.609;37.604;90.764;100.778;18.549;39.82;79.466;8.112;22.603;14.734;20.386;10.624;6.495;0.699;50.461;22.793;10.428
243;69.781;98.408;91.868;95.192;91.206;94.996;64.251;58.815;100.724;98.532;0.014;-0.024;17.162;20.874;29.095;25.61;26.347;87.868;101.836;82.356;61.214;9.938;17.986;16.625;17.48;37.24;89.931;99.761;18.431;39.586;78.968;8.115;22.894;14.512;20.032;10.428;6.374;0.702;50.199;22.761;10.287
243.5;69.152;97.69;91.109;94.401;90.157;93.752;64.023;58.479;100.986;98.654;-0.005;-0.028;17.005;20.719;28.891;25.509;26.346;87.21;101.08;81.604;61.161;10.239;17.445;16.192;17.331;36.89;89.196;98.878;18.253;39.353;78.37;8.128;23.164;14.28;19.623;10.239;6.226;0.699;49.848;22.65;10.146
244;68.43;96.7;90.155;93.467;88.721;92.135;63.53;57.865;100.922;98.515;-0.027;-0.028;16.833;20.506;28.7;25.377;26.268;86.405;100.042;80.606;60.91;10.333;16.916;15.723;17.102;36.518;88.353;97.821;18.029;38.985;77.686;8.097;23.215;14.006;19.154;9.975;6.107;0.695;49.062;22.319;9.994
244.5;67.309;95.371;88.627;91.999;86.633;89.816;62.381;56.699;100.132;97.77;-0.05;-0.029;16.64;20.298;28.462;25.163;26.041;85.076;98.383;78.898;60.264;10.033;16.345;15.223;16.852;36.022;87.19;96.497;17.765;38.361;76.506;8.091;22.887;13.616;18.661;9.699;5.943;0.691;47.617;21.54;9.811
245;66.099;93.78;86.807;90.151;84.155;87.115;60.997;55.255;99.169;96.773;-0.018;-0.028;16.431;20.113;28.155;24.853;25.711;83.277;96.152;76.665;59.313;9.411;15.873;14.823;16.654;35.42;85.739;94.982;17.555;37.604;74.995;8.177;22.377;13.161;18.156;9.426;5.773;0.684;45.839;20.547;9.603
245.5;64.913;92.313;85.069;88.354;81.703;84.412;59.641;53.945;98.329;95.916;-0.099;-0.022;16.268;19.915;27.837;24.563;25.349;81.343;93.785;74.446;58.37;8.817;15.456;14.458;16.483;34.867;84.34;93.496;17.375;36.928;73.562;8.319;21.985;12.748;17.636;9.127;5.6;0.676;44.249;19.686;9.41
246;63.968;91.125;83.489;86.885;79.546;82.104;58.65;52.973;97.939;95.592;-0.023;-0.014;16.115;19.732;27.519;24.295;25.073;79.589;91.62;72.541;57.615;8.466;15.192;14.142;16.325;34.461;83.151;92.232;17.164;36.394;72.4;8.441;21.875;12.357;17.112;8.825;5.435;0.666;43.085;19.136;9.194
246.5;63.385;90.323;82.392;85.859;77.949;80.428;58.204;52.56;98.091;95.793;0.061;-0.01;15.975;19.536;27.297;24.056;24.82;78.125;89.867;71.015;57.066;8.366;15.011;13.909;16.18;34.174;82.243;91.229;17.034;36.043;71.593;8.572;22.068;12.033;16.639;8.544;5.298;0.658;42.484;18.882;9.007
247;62.933;89.693;81.688;85.17;76.735;79.189;58.024;52.431;98.608;96.411;0.132;-0.009;15.83;19.378;27.063;23.838;24.544;76.898;88.436;69.805;56.722;8.465;14.807;13.691;16.091;33.927;81.507;90.365;17;35.813;71.113;8.703;22.437;11.788;16.314;8.354;5.156;0.654;42.323;18.893;8.936
247.5;62.695;89.294;81.362;84.889;75.848;78.319;58.188;52.646;99.487;97.312;0.174;-0.012;15.69;19.201;26.901;23.675;24.378;76.148;87.461;69.063;56.628;8.841;14.737;13.611;16.007;33.736;81.013;89.856;16.925;35.732;70.977;8.797;23.102;11.59;16.084;8.203;5.086;0.654;42.503;19.065;8.849
248;62.575;89.134;81.332;84.773;75.231;77.75;58.517;53.026;100.525;98.406;0.192;-0.016;15.593;19.01;26.77;23.574;24.311;75.647;86.822;68.578;56.723;9.356;14.616;13.484;15.917;33.625;80.753;89.636;16.852;35.807;71.06;8.854;23.891;11.469;15.857;8.034;5.007;0.653;42.861;19.36;8.775
248.5;62.556;89.122;81.244;84.641;74.693;77.076;58.903;53.363;101.516;99.445;0.165;-0.017;15.434;18.88;26.626;23.529;24.275;75.232;86.151;68.182;56.867;9.83;14.451;13.329;15.816;33.514;80.53;89.425;16.711;35.863;71.046;8.928;24.607;11.358;15.632;7.918;4.918;0.652;43.137;19.618;8.681
249;62.399;88.899;80.957;84.355;73.784;76.102;59.03;53.36;102.161;100.131;0.159;-0.022;15.31;18.709;26.437;23.428;24.159;74.639;85.216;67.43;56.837;10.046;14.227;13.123;15.676;33.321;80.118;88.995;16.53;35.747;70.833;8.956;25.089;11.241;15.414;7.801;4.864;0.653;42.993;19.595;8.615
249.5;61.857;88.284;80.163;83.521;72.306;74.497;58.444;52.647;102.117;100.194;0.126;-0.025;15.176;18.568;26.19;23.232;23.934;73.555;83.824;66.157;56.395;9.838;14.038;12.96;15.546;33.024;79.425;88.272;16.371;35.377;70.221;8.983;25.18;11.117;15.241;7.724;4.807;0.652;42.254;19.085;8.518
250;61.231;87.441;79.166;82.448;70.453;72.518;57.595;51.714;101.775;99.971;0.062;-0.027;14.981;18.398;25.916;22.955;23.681;72.142;82.049;64.463;55.693;9.372;14.005;12.954;15.31;32.678;78.717;87.417;16.172;34.957;69.431;9.053;25.068;10.944;15.063;7.607;4.758;0.652;41.253;18.468;8.378
250.5;60.659;86.665;78.163;81.446;68.741;70.565;56.699;50.768;101.498;99.806;-0.046;-0.021;14.861;18.235;25.644;22.699;23.402;70.728;80.234;62.728;54.936;8.882;14.063;13.081;15.112;32.396;78.026;86.578;15.978;34.584;68.634;9.137;25.036;10.844;14.931;7.459;4.726;0.646;40.249;17.918;8.259
251;60.279;86.067;77.412;80.763;67.247;69.034;56.191;50.151;101.664;99.974;0.018;-0.075;14.688;18.082;25.438;22.447;23.181;69.426;78.725;61.26;54.285;8.548;14.161;13.2;15.032;32.183;77.494;85.865;15.891;34.295;68.082;9.315;25.199;10.82;14.827;7.36;4.697;0.641;39.473;17.577;8.201
251.5;59.996;85.537;76.847;80.254;65.991;67.771;55.841;49.766;101.906;100.191;0.023;-0.013;14.497;17.908;25.25;22.236;22.932;68.246;77.469;60.034;53.762;8.37;14.358;13.413;14.974;32.031;76.991;85.284;15.814;34.1;67.676;9.441;25.504;10.839;14.793;7.261;4.684;0.641;39.058;17.4;8.092
252;59.702;85.137;76.475;79.858;65.005;66.772;55.744;49.615;102.437;100.647;0.018;0.036;14.291;17.75;25.069;22.06;22.709;67.278;76.409;59.117;53.444;8.352;14.521;13.644;14.957;31.861;76.554;84.692;15.762;33.928;67.397;9.583;25.892;10.851;14.785;7.216;4.684;0.642;38.855;17.346;8.048
252.5;59.49;85.104;76.352;79.696;64.2;65.995;55.759;49.768;103.259;101.334;0.003;0.069;14.193;17.532;24.987;21.948;22.616;66.569;75.726;58.53;53.308;8.54;14.791;13.875;14.951;31.769;76.182;84.262;15.743;33.875;67.249;9.756;26.472;10.922;14.803;7.178;4.717;0.642;38.858;17.468;8.002
253;59.508;85.115;76.38;79.667;63.665;65.492;55.96;50.057;104.212;102.28;-0.02;0.088;14.087;17.379;24.856;21.854;22.513;65.933;75.072;58.049;53.259;8.76;15.164;14.128;14.999;31.676;75.882;84.019;15.713;33.878;67.14;9.945;26.934;11.042;14.902;7.227;4.743;0.642;38.946;17.664;8.024
253.5;59.567;84.997;76.405;79.777;63.215;64.899;56.117;50.365;105.109;103.181;-0.117;0.095;13.989;17.294;24.757;21.739;22.426;65.377;74.402;57.683;53.269;8.982;15.452;14.362;15.041;31.592;75.569;83.772;15.682;33.854;66.876;10.166;27.433;11.194;14.994;7.304;4.794;0.638;39.033;17.784;8.09
254;59.359;84.734;76.399;79.77;62.579;64.202;56.123;50.458;105.809;103.81;-0.066;0.084;13.951;17.228;24.655;21.606;22.355;64.849;73.724;57.234;53.277;9.113;15.695;14.603;14.959;31.595;75.362;83.642;15.615;33.854;66.761;10.174;27.936;11.179;15.104;7.358;4.914;0.64;39.074;17.821;8.059
254.5;59.081;84.121;76.078;79.536;61.692;63.129;55.749;50.104;105.945;104.049;0.083;0.062;13.895;17.154;24.507;21.446;22.233;64.128;72.852;56.608;53.099;9.052;16.022;14.939;14.923;31.477;75.074;83.324;15.579;33.719;66.532;10.318;28.126;11.306;15.344;7.507;5.002;0.638;38.854;17.603;8.008
255;58.665;83.535;75.547;79.118;60.566;61.912;55.196;49.524;105.876;104.069;0.2;0.029;13.862;17.022;24.389;21.299;22.109;63.167;71.711;55.675;52.694;8.855;16.499;15.363;14.724;31.36;74.837;82.973;15.395;33.577;66.198;10.428;28.227;11.375;15.553;7.556;5.08;0.639;38.439;17.362;7.9
255.5;58.308;83.079;75.207;78.724;59.588;60.765;54.674;48.999;105.91;104.177;0.184;-0.017;13.786;16.884;24.276;21.152;21.959;62.229;70.599;54.653;52.274;8.581;16.999;15.854;14.612;31.238;74.514;82.546;15.299;33.362;65.798;10.573;28.292;11.519;15.835;7.693;5.152;0.638;37.912;17.125;7.848
256;58.026;82.682;74.998;78.464;58.682;59.886;54.494;48.696;106.169;104.382;0.145;-0.078;13.62;16.764;24.194;21.043;21.839;61.288;69.671;53.821;51.921;8.402;17.437;16.331;14.589;31.108;74.205;82.192;15.309;33.173;65.511;10.823;28.452;11.803;16.176;7.885;5.202;0.641;37.565;16.962;7.918
256.5;57.912;82.441;74.795;78.238;57.981;59.159;54.419;48.51;106.428;104.62;0.331;-0.008;13.485;16.633;24.1;20.962;21.737;60.506;68.834;53.109;51.603;8.295;17.993;16.91;14.501;31.038;73.876;81.919;15.209;33.03;65.256;10.993;28.687;12.076;16.481;8.13;5.256;0.65;37.379;16.879;7.879
257;57.777;82.311;74.659;77.943;57.394;58.541;54.428;48.395;106.808;104.917;0.262;-0.116;13.349;16.495;24.045;20.883;21.64;59.809;68.114;52.485;51.366;8.234;18.486;17.492;14.447;30.923;73.668;81.563;15.167;32.881;65.049;11.179;28.939;12.331;16.765;8.349;5.313;0.657;37.2;16.768;7.889
257.5;57.679;82.245;74.399;77.581;56.705;57.778;54.158;48.192;107.08;104.963;0.46;-0.228;13.21;16.303;23.975;20.815;21.545;59.119;67.359;51.778;51.026;8.093;19.075;18.09;14.481;30.781;73.303;81.196;15.147;32.662;64.69;11.387;29.009;12.635;17.093;8.583;5.415;0.662;36.835;16.571;7.93
258;57.56;81.992;74.034;77.135;55.997;57.01;53.825;47.947;107.19;105.001;0.818;-0.245;13.09;16.244;23.82;20.636;21.346;58.316;66.433;50.895;50.545;7.789;19.754;18.811;14.558;30.617;72.929;80.873;15.177;32.397;64.23;11.533;28.949;13.032;17.466;8.886;5.523;0.664;36.348;16.268;8.053
258.5;57.369;81.664;73.714;76.866;55.292;56.191;53.518;47.78;107.302;105.027;1,408;0.046;13.025;16.168;23.674;20.432;21.163;57.566;65.419;50.128;50.041;7.512;20.335;19.475;14.608;30.522;72.659;80.576;15.261;32.178;63.721;11.667;29.045;13.416;17.821;9.1;5.643;0.664;35.946;16.005;8.148
259;57.161;81.42;73.504;76.662;54.794;55.673;53.458;47.83;107.549;105.25;2,426;0.906;12.99;16.122;23.56;20.255;20.985;57.003;64.662;49.683;49.717;7.423;21.002;20.214;14.641;30.534;72.65;80.526;15.297;32.158;63.627;11.723;29.389;13.728;18.21;9.254;5.805;0.66;36.068;16.053;8.139
259.5;57.235;81.391;73.493;76.863;54.588;55.459;53.679;48.113;108.117;105.844;3,665;1,728;12.951;16.059;23.405;20.095;20.802;56.644;64.151;49.48;49.573;7.593;21.619;20.877;14.737;30.535;72.723;80.562;15.367;32.24;63.722;11.888;29.878;14.171;18.696;9.462;5.933;0.659;36.468;16.274;8.149
260;57.339;81.682;73.588;77.141;54.477;55.53;54.08;48.545;108.89;106.775;4,482;2,591;13.004;16.113;23.342;20.016;20.73;56.343;63.863;49.468;49.579;7.913;22.276;21.522;14.703;30.655;72.904;80.744;15.33;32.424;64.119;11.966;30.613;14.453;19.064;9.545;6.081;0.666;37.157;16.685;8.096
260.5;57.507;82.07;74.042;77.537;54.585;55.681;54.572;49.154;109.766;107.784;5,066;3,038;12.992;16.168;23.25;19.956;20.686;56.315;63.857;49.508;49.727;8.256;22.965;22.124;14.69;30.787;73.111;80.984;15.398;32.613;64.514;12.039;31.273;14.778;19.514;9.75;6.242;0.668;37.893;17.185;8.138
261;57.846;82.465;74.435;77.935;54.801;55.962;55.209;49.807;110.681;108.813;4,984;3,247;12.969;16.207;23.186;19.92;20.688;56.269;63.903;49.632;50.017;8.644;23.658;22.779;14.655;30.947;73.35;81.326;15.469;32.856;64.983;12.123;31.968;15.104;20.056;9.948;6.427;0.669;38.595;17.627;8.197
261.5;58.262;82.879;74.802;78.319;55.065;56.246;55.776;50.388;111.388;109.648;4,644;3,153;13.011;16.136;23.232;19.921;20.724;56.313;63.969;49.709;50.297;8.935;24.394;23.521;14.691;31.104;73.617;81.636;15.54;33.117;65.42;12.359;32.654;15.514;20.684;10.299;6.598;0.673;39.049;17.992;8.265
262;58.557;83.086;75.111;78.514;55.195;56.202;56.082;50.713;111.754;110.087;3,685;2,715;12.978;16.146;23.264;19.989;20.769;56.211;63.975;49.642;50.514;9.128;25.191;24.395;14.704;31.213;73.886;81.947;15.56;33.316;65.815;12.497;33.152;15.855;21.226;10.582;6.807;0.681;39.414;18.198;8.297
262.5;58.739;83.29;75.119;78.476;54.969;55.999;56.094;50.73;111.783;110.079;3,111;1,978;12.943;16.139;23.247;19.967;20.797;56.02;63.749;49.432;50.552;9.072;25.949;25.283;14.732;31.259;74.037;82.092;15.605;33.397;65.953;12.619;33.346;16.287;21.88;10.924;7.057;0.688;39.372;18.13;8.335
263;58.777;83.326;74.994;78.343;54.59;55.585;55.982;50.621;111.514;109.704;2,480;1,311;13.016;16.192;23.222;19.944;20.804;55.73;63.345;49.083;50.498;8.882;26.781;26.286;14.823;31.408;74.232;82.285;15.754;33.433;65.905;12.763;33.411;16.859;22.631;11.352;7.236;0.692;39.173;17.947;8.421
263.5;58.873;83.444;74.949;78.306;54.405;55.199;56.127;50.6;111.369;109.43;2,120;0.921;13.034;16.161;23.189;19.971;20.799;55.444;62.839;48.747;50.383;8.655;27.699;27.304;14.879;31.56;74.482;82.375;15.799;33.429;65.865;12.861;33.399;17.383;23.303;11.648;7.466;0.696;38.984;17.81;8.417
264;59.066;83.591;74.809;78.229;54.15;54.947;56.2;50.607;111.254;109.242;2,061;1,063;13.059;16.197;23.242;19.979;20.775;55.11;62.403;48.42;50.222;8.515;28.6;28.333;14.995;31.698;74.844;82.62;15.834;33.455;65.915;12.982;33.44;17.894;24.002;12.034;7.722;0.695;38.855;17.735;8.446
264.5;59.358;83.807;74.857;78.322;53.909;54.804;56.358;50.706;111.275;109.123;2,011;1,140;13.04;16.169;23.271;20.022;20.783;54.918;62.125;48.284;50.102;8.445;29.389;29.262;14.988;31.872;75.258;82.967;15.832;33.576;66.079;13.017;33.562;18.343;24.631;12.402;7.962;0.708;38.773;17.722;8.454
