wavelength (nm);5_8_2023;5_8_2024;5_8_2025;5_8_2026;5_8_2027;5_8_2028;5_8_2029;5_8_2030;5_8_2031;5_8_2032;12/06/2023;12/06/2023;29/05/2023;29/05/2023;29/05/2023;29/05/2023;29/05/2023;29/05/2023;29/05/2023;29/05/2023;29/05/2023;29/05/2023;08/05/2023;08/05/2023;22_05_2023;22_05_2024;22_05_2025;22_05_2026;22_05_2027;22_05_2028;22_05_2029;22_05_2030;22_05_2031;22_05_2032;22_05_2033;22_05_2034;22_05_2035;22_05_2036;22_05_2037;22_05_2038;22_05_2039
762;-2.993;0.931;-1.421;-0.317;-2.673;-3.206;0.722;-5.89;-7.602;-7.025;0.525;0.569;-0.055;0.108;-0.277;-0.071;-0.153;-0.163;-0.401;-1.601;30.291;4.411;-1.022;-1.064;-0.444;-0.701;-0.684;-0.764;0.005;0.215;-0.307;0.396;-1.543;0.405;0.977;0.295;0.275;0.023;-1.1;-1.275;0.869
762.5;-3.091;1.008;-1.486;-0.417;-2.833;-3.342;0.623;-6.004;-7.59;-6.974;0.524;0.569;-0.13;0.01;-0.207;-0.072;-0.103;-0.145;-0.371;-1.388;30.41;4.419;-0.841;-0.89;-0.301;-0.838;-0.996;-1.131;0.29;-0.002;-0.921;0.634;-1.969;0.563;1.062;0.414;0.298;-0.007;-1.554;-1.522;1.054
763;-3.475;0.8;-1.695;-0.572;-3.018;-3.75;0.35;-6.202;-7.657;-7.034;0.515;0.564;-0.179;-0.059;-0.157;-0.113;-0.093;0.005;-0.26;-1.121;30.599;4.632;-0.57;-0.622;-0.206;-0.972;-1.113;-1.388;0.438;-0.258;-1.362;0.748;-2.279;0.607;0.953;0.318;0.345;-0.035;-1.889;-1.734;1.074
763.5;-3.819;0.564;-1.905;-0.786;-3.268;-4.128;-0.006;-6.511;-7.826;-7.201;0.506;0.562;-0.057;-0.143;-0.251;-0.213;-0.132;0.173;-0.12;-0.735;30.804;5.02;-0.345;-0.385;-0.112;-1.025;-1.254;-1.553;0.556;-0.546;-1.834;0.872;-2.646;0.691;0.946;0.326;0.383;-0.06;-2.155;-1.922;1.066
764;-4.049;0.549;-2.263;-1.115;-3.56;-4.433;-0.32;-6.669;-7.838;-7.266;0.498;0.556;-0.023;-0.252;-0.277;-0.245;-0.115;0.204;-0.03;-0.49;30.906;5.382;-0.22;-0.179;-0.078;-0.972;-1.199;-1.577;0.616;-0.627;-1.958;0.87;-2.784;0.649;0.886;0.366;0.394;-0.072;-2.279;-1.989;1.082
764.5;-4.012;0.509;-2.465;-1.254;-3.787;-4.752;-0.454;-6.684;-7.641;-7.259;0.49;0.54;0.002;-0.242;-0.272;-0.222;-0.075;0.186;-0.144;-0.442;30.633;5.638;-0.121;0.011;-0.157;-0.841;-0.859;-1.326;0.507;-0.574;-1.65;0.794;-2.457;0.426;0.834;0.316;0.404;-0.065;-2.021;-1.863;0.963
765;-4.115;0.384;-2.553;-1.299;-3.947;-4.841;-0.408;-6.621;-7.569;-7.215;0.495;0.535;0.088;-0.176;-0.238;-0.26;-0.091;-0.037;-0.298;-0.595;30.186;5.717;-0.082;0.194;-0.36;-0.669;-0.561;-0.981;0.353;-0.471;-1.331;0.617;-2.137;0.295;0.827;0.173;0.383;-0.05;-1.597;-1.576;0.826
765.5;-4.286;0.304;-2.437;-1.181;-3.837;-4.606;-0.095;-6.496;-7.323;-6.884;0.503;0.542;0.287;-0.015;-0.269;-0.331;-0.159;-0.29;-0.483;-0.768;29.751;5.66;-0.117;0.142;-0.517;-0.512;-0.332;-0.699;0.125;-0.185;-0.862;0.434;-1.757;0.172;0.884;0.227;0.355;-0.034;-1.199;-1.346;0.774
766;-4.268;0.389;-1.94;-0.782;-3.492;-3.977;0.527;-6.093;-6.941;-6.416;0.508;0.548;0.336;0.146;-0.253;-0.236;-0.126;-0.441;-0.606;-0.822;29.541;5.559;-0.383;-0.136;-0.686;-0.432;-0.145;-0.434;-0.122;0.126;-0.328;0.205;-1.363;-0.058;0.907;0.189;0.339;-0.019;-0.789;-1.09;0.648
766.5;-3.951;0.856;-1.227;-0.225;-2.834;-3.266;1.27;-5.433;-6.281;-5.637;0.513;0.553;0.423;0.218;-0.191;-0.179;-0.086;-0.503;-0.677;-0.929;29.525;5.471;-0.735;-0.543;-0.752;-0.365;0.01;-0.248;-0.26;0.357;0.087;0.004;-1.123;-0.124;0.839;0.112;0.256;-0.004;-0.472;-0.95;0.564
767;-3.766;1.221;-0.736;0.234;-2.382;-2.715;1.682;-4.882;-5.835;-5.115;0.516;0.563;0.363;0.3;-0.109;-0.132;-0.09;-0.558;-0.689;-0.996;29.589;5.254;-1.169;-1.037;-0.78;-0.339;0.104;-0.07;-0.459;0.513;0.375;-0.166;-0.908;-0.254;0.756;-0.013;0.202;-0.002;-0.322;-0.897;0.375
767.5;-3.582;1.401;-0.338;0.556;-2.039;-2.34;1.906;-4.65;-5.551;-4.786;0.521;0.572;0.22;0.176;-0.052;-0.07;-0.081;-0.409;-0.571;-0.824;29.938;5.204;-1.462;-1.33;-0.709;-0.458;0.13;-0.147;-0.471;0.453;0.328;-0.167;-0.883;-0.206;0.787;-0.048;0.188;-0.01;-0.49;-1.046;0.338
768;-3.624;1.326;-0.165;0.716;-1.854;-2.335;1.9;-4.681;-5.345;-4.664;0.517;0.576;0.247;0.127;-0.13;-0.044;-0.071;-0.286;-0.401;-0.644;30.389;5.205;-1.578;-1.455;-0.592;-0.533;0.268;-0.27;-0.435;0.408;0.459;-0.146;-0.787;-0.102;0.795;-0.106;0.236;-0.027;-0.571;-1.12;0.282
768.5;-3.506;1.303;0.071;0.801;-1.638;-2.299;1.875;-4.645;-5.333;-4.712;0.516;0.584;0.217;-0.026;-0.189;-0.004;-0.007;-0.142;-0.085;-0.403;30.835;5.371;-1.536;-1.42;-0.383;-0.524;0.384;-0.399;-0.365;0.337;0.376;-0.173;-0.8;-0.006;0.774;-0.134;0.27;-0.034;-0.83;-1.281;0.174
769;-3.309;1.277;0.077;0.766;-1.596;-2.485;1.758;-4.819;-5.462;-4.947;0.51;0.576;0.157;-0.276;-0.198;0.118;0.121;-0.097;0.117;-0.278;31.12;5.623;-1.324;-1.163;-0.343;-0.387;0.599;-0.299;-0.361;0.323;0.371;-0.239;-0.807;-0.069;0.57;-0.172;0.276;-0.033;-0.972;-1.329;0.1
769.5;-3.096;1.239;0.318;0.854;-1.529;-2.692;1.715;-4.97;-5.567;-5.109;0.511;0.561;0.124;-0.462;-0.225;0.093;0.25;-0.05;0.222;-0.316;31.239;5.847;-1.014;-0.791;-0.164;-0.287;0.587;-0.43;-0.302;0.239;0.123;-0.149;-0.965;0.045;0.565;-0.119;0.21;-0.012;-1.269;-1.414;0.073
770;-2.867;1.458;0.612;1.232;-1.284;-2.561;2.095;-4.768;-5.577;-4.947;0.518;0.558;0.185;-0.42;-0.323;-0.038;0.242;-0.078;0.071;-0.515;31.171;5.959;-0.683;-0.392;-0.15;-0.202;0.446;-0.69;-0.309;0.213;-0.306;-0.188;-1.273;0.222;0.657;-0.132;0.192;-0.005;-1.558;-1.511;0.043
770.5;-2.641;1.63;0.906;1.715;-1.031;-2.291;2.521;-4.49;-5.521;-4.613;0.523;0.555;0.254;-0.333;-0.414;-0.147;0.187;-0.031;-0.065;-0.611;30.93;6.069;-0.308;-0.185;-0.16;-0.19;0.212;-0.951;-0.332;0.197;-0.587;-0.086;-1.585;0.321;0.743;0.072;0.113;0.008;-1.759;-1.549;0.112
771;-2.504;1.913;1.109;2.078;-0.638;-1.975;3.093;-4.022;-5.167;-4.196;0.523;0.554;0.343;-0.171;-0.573;-0.312;0.103;-0.204;-0.329;-0.789;30.777;6.053;-0.115;-0.068;-0.3;-0.251;0.05;-1.125;-0.444;0.201;-0.634;-0.034;-1.719;0.33;0.716;0.116;0.048;0.022;-1.788;-1.493;0.1
771.5;-2.249;2.057;1.235;2.475;-0.221;-1.671;3.539;-3.484;-4.575;-3.785;0.52;0.553;0.427;0;-0.542;-0.391;0.042;-0.228;-0.396;-0.908;30.696;6.092;-0.229;-0.153;-0.449;-0.376;-0.228;-1.208;-0.466;0.153;-0.699;0.042;-1.942;0.375;0.682;0.141;0.01;0.031;-1.881;-1.572;0.157
772;-2.246;2.043;1.11;2.537;-0.252;-1.621;3.733;-3.179;-4.331;-3.828;0.524;0.561;0.292;0.091;-0.42;-0.389;0.007;-0.107;-0.346;-0.747;30.7;6.018;-0.507;-0.326;-0.648;-0.495;-0.413;-1.167;-0.597;0.056;-0.693;0.019;-2.07;0.356;0.759;0.222;0.052;0.03;-1.98;-1.647;0.199
772.5;-2.48;1.754;0.672;2.202;-0.703;-1.892;3.41;-3.547;-4.452;-4.157;0.522;0.565;0.355;0.209;-0.281;-0.455;-0.024;0.151;-0.139;-0.618;30.855;5.901;-0.76;-0.444;-0.849;-0.622;-0.47;-0.989;-0.589;0.038;-0.616;-0.027;-2.01;0.291;0.832;0.279;0.157;0.026;-1.9;-1.672;0.281
773;-2.817;1.408;0.203;1.646;-1.431;-2.432;2.81;-4.162;-4.843;-4.671;0.51;0.56;0.475;0.295;-0.198;-0.453;-0.041;0.417;0.118;-0.528;30.919;5.76;-1.019;-0.616;-0.888;-0.754;-0.455;-0.943;-0.513;-0.007;-0.374;-0.063;-1.903;0.159;0.896;0.3;0.286;0.009;-1.652;-1.6;0.284
773.5;-3.255;1.029;-0.303;1.08;-2.145;-3.042;2.168;-4.922;-5.764;-5.432;0.498;0.547;0.327;0.289;-0.092;-0.328;0.034;0.531;0.363;-0.385;31.017;5.675;-1.122;-0.631;-0.803;-0.732;-0.314;-0.906;-0.418;0.019;-0.224;-0.229;-1.747;0.068;0.876;0.216;0.409;-0.002;-1.438;-1.44;0.228
774;-3.593;0.702;-0.762;0.497;-2.753;-3.517;1.532;-5.759;-6.769;-6.225;0.486;0.526;0.174;0.151;-0.014;-0.163;0.119;0.639;0.451;-0.418;31.003;5.647;-1.069;-0.544;-0.86;-0.539;-0.138;-0.538;-0.465;0.141;0.058;-0.313;-1.548;-0.026;0.85;0.087;0.45;-0.017;-1.14;-1.127;0.161
774.5;-3.794;0.561;-0.861;0.097;-3.147;-3.79;1.081;-6.245;-7.285;-6.622;0.479;0.51;0.112;0.035;0.07;-0.154;0.264;0.777;0.558;-0.509;30.972;5.588;-1.067;-0.535;-0.671;-0.363;-0.101;-0.588;-0.41;0.288;0.125;-0.273;-1.393;-0.02;0.998;0.076;0.417;-0.028;-1.034;-1.009;0.275
775;-3.768;0.695;-0.977;-0.16;-3.209;-3.809;0.971;-6.405;-7.743;-6.68;0.476;0.494;0.102;0.082;0.087;-0.128;0.307;1.048;0.434;-0.485;30.824;5.539;-1.002;-0.551;-0.671;-0.168;0.084;-0.531;-0.477;0.485;0.324;-0.251;-1.121;-0.06;1.058;-0.025;0.382;-0.052;-0.78;-0.86;0.233
775.5;-3.562;0.89;-0.928;-0.079;-3.024;-3.56;1.114;-6.12;-7.698;-6.355;0.474;0.488;0.076;0.124;0.047;-0.028;0.298;1.016;0.369;-0.564;30.537;5.551;-0.807;-0.566;-0.575;-0.098;0.415;-0.511;-0.596;0.571;0.604;-0.213;-0.877;-0.118;0.974;-0.172;0.293;-0.063;-0.61;-0.653;0.144
776;-3.462;1.012;-0.774;0.054;-2.53;-3.172;1.369;-5.73;-7.137;-5.716;0.477;0.491;0.129;0.084;-0.152;-0.021;0.225;0.744;0.24;-0.864;30.232;5.519;-0.651;-0.553;-0.558;-0.105;0.72;-0.517;-0.747;0.677;0.92;-0.168;-0.685;-0.063;0.873;-0.372;0.282;-0.076;-0.637;-0.598;-0.007
776.5;-3.145;1.087;-0.568;0.354;-2.093;-2.716;1.677;-5.255;-6.167;-5.239;0.481;0.5;0.086;0.078;-0.164;0.061;0.115;0.49;0.167;-1.146;29.906;5.589;-0.654;-0.498;-0.452;-0.224;0.575;-0.732;-0.699;0.614;0.812;-0.085;-0.802;0.022;0.811;-0.377;0.247;-0.07;-0.995;-0.745;0.032
777;-3.047;1.234;-0.471;0.533;-1.797;-2.564;1.998;-4.813;-5.463;-5.013;0.494;0.514;0.007;-0.1;-0.163;0.025;0.081;0.184;-0.084;-1.329;29.663;5.573;-0.753;-0.436;-0.294;-0.387;0.39;-0.924;-0.524;0.421;0.561;0.106;-1.028;0.064;0.806;-0.23;0.267;-0.054;-1.278;-1.058;0.109
777.5;-3.024;1.257;-0.538;0.529;-1.782;-2.516;1.99;-4.761;-5.161;-4.929;0.494;0.528;0.016;-0.093;-0.123;0.041;0.034;0.024;-0.154;-1.378;29.583;5.561;-0.777;-0.36;-0.194;-0.595;0.224;-1.169;-0.352;0.172;0.387;0.21;-1.208;0.007;0.805;-0.095;0.315;-0.034;-1.459;-1.295;0.161
778;-3.069;1.285;-0.57;0.355;-1.979;-2.724;1.826;-4.917;-5.153;-5.01;0.492;0.537;0.007;-0.184;-0.172;-0.09;-0.069;-0.144;-0.265;-1.501;29.451;5.379;-0.895;-0.436;-0.108;-0.803;0.048;-1.448;-0.172;-0.033;0.163;0.341;-1.375;-0.003;0.862;0.08;0.28;-0.019;-1.544;-1.479;0.173
778.5;-3.321;1.18;-0.839;0.061;-2.376;-3.105;1.537;-5.234;-5.666;-5.524;0.492;0.553;-0.119;-0.137;-0.264;-0.231;-0.114;-0.309;-0.426;-1.506;29.532;5.188;-0.982;-0.446;0.007;-1;-0.068;-1.636;0.003;-0.213;-0.167;0.333;-1.649;0.205;0.973;0.344;0.264;0.002;-1.757;-1.6;0.278
779;-3.491;1.007;-1.306;-0.433;-2.997;-3.7;0.846;-5.822;-6.467;-6.26;0.478;0.552;-0.2;-0.265;-0.339;-0.397;-0.134;-0.364;-0.571;-1.529;29.556;4.937;-0.964;-0.506;-0.06;-1.118;-0.293;-1.673;0.002;-0.376;-0.454;0.338;-1.916;0.185;1.047;0.489;0.217;0.018;-1.955;-1.737;0.302
779.5;-3.656;0.838;-1.723;-1.001;-3.668;-4.436;0.083;-6.351;-7.251;-6.864;0.479;0.556;-0.09;-0.289;-0.332;-0.5;-0.078;-0.25;-0.659;-1.475;29.72;4.628;-0.979;-0.605;-0.106;-1.155;-0.545;-1.779;-0.012;-0.543;-0.892;0.355;-2.243;0.163;1.045;0.562;0.21;0.027;-2.115;-2.043;0.383
780;-3.775;0.657;-2.212;-1.496;-4.108;-4.871;-0.387;-6.792;-7.871;-7.056;0.484;0.562;-0.11;-0.238;-0.293;-0.452;0.021;0.104;-0.545;-1.234;29.994;4.496;-1.107;-0.835;-0.177;-1.229;-0.747;-1.696;-0.039;-0.697;-1.28;0.467;-2.536;0.131;0.998;0.592;0.2;0.039;-2.306;-2.221;0.321
780.5;-3.853;0.529;-2.474;-1.553;-4.354;-5.033;-0.657;-6.796;-8.02;-7.009;0.484;0.565;-0.052;-0.277;-0.229;-0.276;0.096;0.341;-0.323;-1.018;30.281;4.525;-1.152;-0.999;-0.18;-1.299;-0.74;-1.615;-0.235;-0.801;-1.358;0.351;-2.765;0.086;0.897;0.424;0.261;0.046;-2.532;-2.302;0.13
781;-4.149;0.148;-2.395;-1.407;-4.385;-4.995;-0.79;-6.815;-7.948;-6.823;0.479;0.552;0.01;-0.307;-0.291;-0.184;0.055;0.558;0.025;-0.873;30.556;4.781;-1.224;-1.165;-0.143;-1.387;-0.769;-1.483;-0.289;-0.723;-1.198;0.385;-2.903;0.202;0.94;0.398;0.255;0.051;-2.744;-2.35;0.153
781.5;-4.476;-0.072;-2.383;-1.135;-4.28;-4.847;-0.699;-6.742;-7.553;-6.658;0.475;0.54;-0.07;-0.374;-0.233;-0.052;0.066;0.743;0.407;-0.61;30.744;5.197;-1.189;-1.082;-0.085;-1.257;-0.733;-1.257;-0.212;-0.626;-0.969;0.427;-2.705;0.232;0.943;0.334;0.205;0.061;-2.689;-2.236;0.196
782;-4.637;-0.113;-1.96;-0.569;-3.684;-4.449;-0.252;-6.43;-7.046;-6.357;0.479;0.527;-0.19;-0.495;-0.1;0.129;0.13;0.907;0.628;-0.289;30.97;5.66;-1.064;-0.923;-0.062;-1.123;-0.418;-0.985;-0.138;-0.517;-0.535;0.553;-2.186;0.321;1.045;0.382;0.206;0.061;-2.533;-2.121;0.256
782.5;-4.81;-0.223;-1.467;-0.106;-3.175;-3.944;0.077;-6.107;-6.758;-5.997;0.475;0.517;-0.303;-0.479;-0.019;0.345;0.222;1.175;0.965;0.134;31.047;6.103;-0.778;-0.635;-0.051;-0.891;0.079;-0.81;-0.181;-0.365;0.164;0.531;-1.422;0.353;1.207;0.41;0.173;0.047;-2.199;-1.834;0.299
783;-5.207;-0.395;-1.168;0.023;-2.969;-3.695;0.24;-6.052;-6.681;-5.78;0.468;0.495;-0.304;-0.4;-0.013;0.289;0.299;1.373;1.198;0.283;30.876;6.3;-0.581;-0.46;-0.136;-0.668;0.615;-0.593;-0.239;-0.045;0.866;0.452;-0.561;0.434;1.243;0.265;0.155;0.037;-1.81;-1.583;0.317
783.5;-5.471;-0.591;-1.004;-0.042;-2.859;-3.51;0.389;-6.055;-6.568;-5.798;0.462;0.487;-0.412;-0.369;-0.055;0.201;0.334;1.409;1.14;0.403;30.703;6.406;-0.49;-0.389;-0.041;-0.535;1.097;-0.402;-0.181;0.106;1.23;0.48;0.018;0.566;1.232;0.298;0.146;0.033;-1.736;-1.429;0.494
784;-5.407;-0.766;-0.964;-0.238;-2.805;-3.564;0.463;-6.116;-6.479;-5.733;0.444;0.472;-0.326;-0.189;-0.106;0.108;0.387;1.27;1.014;0.277;30.359;6.128;-0.354;-0.394;-0.02;-0.505;1.118;-0.368;-0.126;0.214;1.299;0.491;0.151;0.424;1.108;0.395;0.118;0.024;-1.794;-1.329;0.62
784.5;-5.27;-0.668;-0.78;-0.435;-2.705;-3.51;0.584;-5.919;-6.253;-5.557;0.451;0.48;-0.183;0.038;-0.103;0.122;0.483;1.389;0.882;0.069;30.113;5.723;-0.463;-0.418;0.04;-0.451;1.111;-0.389;0.065;0.22;1.112;0.545;-0.064;0.379;0.938;0.564;0.094;0.011;-1.862;-1.415;0.691
785;-5.05;-0.504;-0.826;-0.693;-2.728;-3.521;0.914;-5.764;-6.059;-5.421;0.455;0.484;-0.182;0.006;0.013;0.161;0.663;1.37;0.949;-0.068;29.937;5.385;-0.805;-0.577;0.117;-0.684;0.704;-0.721;0.159;0.136;0.731;0.754;-0.439;0.382;0.913;0.789;0.086;-0.001;-2.195;-1.646;0.713
785.5;-4.869;-0.365;-1.109;-0.988;-2.928;-3.884;0.817;-5.916;-6.198;-5.645;0.445;0.485;-0.113;-0.013;-0.031;0.14;0.612;1.23;0.786;-0.256;29.828;4.961;-0.932;-0.605;0.027;-0.935;0.277;-1.146;0.09;0.047;0.301;0.847;-1.042;0.322;0.841;0.866;0.128;-0.007;-2.532;-1.827;0.659
786;-4.579;-0.185;-1.265;-1.111;-3.088;-4.166;0.925;-5.972;-6.234;-5.843;0.439;0.485;-0.04;-0.033;-0.052;0.039;0.52;1.028;0.728;-0.46;29.788;4.646;-1.27;-0.872;-0.03;-1.149;-0.075;-1.475;0.087;-0.04;-0.163;0.96;-1.723;0.214;0.87;0.864;0.117;-0.008;-2.888;-2.077;0.714
786.5;-4.42;0.14;-1.446;-1.075;-3.09;-4.207;1.169;-6.15;-6.372;-6.011;0.45;0.506;0.044;-0.123;-0.086;-0.008;0.405;0.796;0.673;-0.513;29.877;4.407;-1.508;-0.966;-0.113;-1.139;-0.421;-1.675;0.051;-0.226;-0.561;0.907;-2.245;0.137;0.828;0.855;0.151;-0.021;-2.927;-2.123;0.66
787;-4.102;0.51;-1.294;-0.835;-2.877;-4.069;1.386;-6.137;-6.519;-6.162;0.458;0.524;-0.043;-0.304;-0.096;-0.088;0.284;0.451;0.38;-0.592;29.881;4.248;-1.707;-1.019;-0.134;-1.222;-0.549;-1.804;-0.012;-0.411;-0.845;0.84;-2.449;0.188;0.968;0.924;0.154;-0.038;-2.806;-2.132;0.643
787.5;-4.041;0.786;-1.309;-0.65;-2.796;-3.968;1.359;-6.042;-6.689;-6.188;0.47;0.534;-0.024;-0.368;-0.241;-0.25;0.069;0.016;0.03;-0.784;29.703;4.138;-1.752;-1.056;-0.071;-1.164;-0.529;-1.8;0.011;-0.553;-0.916;0.646;-2.491;0.186;1.105;0.793;0.113;-0.062;-2.377;-2.061;0.54
788;-3.884;1.117;-1.238;-0.272;-2.615;-3.652;1.56;-5.774;-6.649;-5.947;0.473;0.526;0.071;-0.282;-0.444;-0.473;-0.215;-0.388;-0.419;-0.934;29.539;4.148;-1.768;-1.1;-0.041;-1.045;-0.475;-1.735;0.014;-0.599;-0.869;0.437;-2.452;0.274;1.13;0.508;0.144;-0.062;-2.068;-1.893;0.517
788.5;-3.76;1.372;-0.849;0.015;-2.368;-3.303;1.768;-5.475;-6.341;-5.7;0.48;0.518;0.074;-0.299;-0.682;-0.624;-0.452;-0.749;-0.87;-1.133;29.457;4.232;-1.649;-0.969;-0.019;-0.822;-0.338;-1.425;-0.005;-0.557;-0.846;0.351;-2.367;0.349;1.156;0.36;0.136;-0.054;-1.729;-1.645;0.573
789;-3.495;1.417;-0.489;0.277;-2.218;-2.949;1.953;-5.208;-6.093;-5.502;0.479;0.509;0.205;-0.209;-0.784;-0.745;-0.515;-0.966;-1.049;-1.294;29.339;4.29;-1.46;-0.725;-0.074;-0.748;-0.308;-1.118;-0.022;-0.524;-0.846;0.195;-2.304;0.39;1.225;0.31;0.079;-0.048;-1.57;-1.411;0.559
789.5;-3.384;1.462;-0.158;0.638;-2.077;-2.63;2.085;-4.801;-5.827;-5.306;0.486;0.509;0.225;-0.264;-0.752;-0.732;-0.439;-0.731;-0.918;-1.193;29.31;4.462;-1.257;-0.497;-0.08;-0.52;-0.047;-0.879;-0.022;-0.37;-0.648;0.11;-2.051;0.449;1.232;0.254;0.04;-0.043;-1.382;-1.228;0.544
790;-3.436;1.316;-0.268;0.715;-2.295;-2.783;2.02;-4.843;-5.884;-5.322;0.476;0.495;0.141;-0.386;-0.603;-0.645;-0.262;-0.512;-0.563;-1.098;29.391;4.691;-1.105;-0.357;-0.239;-0.515;0.087;-0.709;-0.172;-0.189;-0.367;0.155;-1.681;0.519;1.168;0.195;0.025;-0.029;-1.325;-1.089;0.451
790.5;-3.427;1.274;-0.356;0.717;-2.523;-3.093;1.748;-5.073;-6.021;-5.386;0.465;0.494;-0.007;-0.399;-0.579;-0.529;-0.186;-0.328;-0.352;-1.085;29.433;4.846;-0.958;-0.436;-0.518;-0.489;0.316;-0.485;-0.374;0.059;-0.14;0.064;-1.4;0.323;0.933;-0.102;0.044;-0.003;-1.239;-0.927;0.352
791;-3.326;1.189;-0.448;0.635;-2.752;-3.315;1.552;-5.113;-5.977;-5.4;0.459;0.495;-0.172;-0.543;-0.333;-0.214;0.095;0.195;0.106;-0.759;29.773;5.059;-1.102;-0.789;-0.704;-0.452;0.507;-0.326;-0.499;0.255;0.145;0.001;-1.225;0.137;0.708;-0.273;0.061;0.005;-1.156;-0.864;0.275
791.5;-3.324;1.101;-0.562;0.475;-2.854;-3.381;1.441;-5.328;-6.216;-5.526;0.46;0.507;-0.192;-0.596;-0.285;-0.039;0.206;0.334;0.257;-0.657;30.092;5.133;-1.246;-1.111;-0.808;-0.31;0.517;-0.23;-0.586;0.419;0.348;-0.121;-1.099;0.073;0.453;-0.367;0.17;-0.008;-0.986;-0.669;0.099
792;-3.271;1.082;-0.568;0.228;-2.903;-3.609;1.095;-5.556;-6.425;-5.737;0.449;0.51;-0.258;-0.579;-0.219;0.076;0.265;0.218;-0.03;-0.847;30.151;4.985;-1.326;-1.272;-0.699;-0.304;0.427;-0.084;-0.664;0.558;0.443;-0.111;-0.939;0.057;0.375;-0.379;0.24;-0.032;-0.78;-0.587;-0.011
792.5;-3.198;1.279;-0.513;0.192;-2.611;-3.427;1.004;-5.469;-6.164;-5.478;0.45;0.507;-0.285;-0.522;-0.233;0.077;0.16;0.01;-0.28;-1.139;30.143;4.82;-1.283;-1.322;-0.451;-0.339;0.466;-0.04;-0.426;0.575;0.583;-0.018;-0.824;0.139;0.356;-0.316;0.258;-0.056;-0.768;-0.572;0.047
793;-2.861;1.614;-0.201;0.358;-2.155;-2.965;1.23;-5.135;-5.653;-4.971;0.444;0.494;-0.239;-0.349;-0.415;-0.103;0.044;-0.32;-0.848;-1.618;29.994;4.531;-1.277;-1.31;-0.251;-0.454;0.381;-0.173;-0.265;0.594;0.561;0.116;-0.998;0.289;0.43;-0.132;0.307;-0.067;-0.865;-0.615;0.187
793.5;-2.582;1.715;0.225;0.373;-1.822;-2.604;1.425;-5.022;-5.35;-4.72;0.442;0.478;-0.234;-0.344;-0.491;-0.138;-0.069;-0.67;-1.321;-1.991;29.863;4.396;-0.991;-0.984;-0.26;-0.586;0.157;-0.29;-0.19;0.574;0.232;0.18;-1.216;0.307;0.48;-0.037;0.383;-0.066;-1.045;-0.835;0.293
794;-2.385;1.799;0.464;0.696;-1.611;-2.236;1.682;-4.845;-5.112;-4.546;0.435;0.469;-0.161;-0.302;-0.589;-0.349;-0.168;-1.109;-1.787;-2.391;29.749;4.303;-0.709;-0.536;-0.214;-0.719;-0.129;-0.504;-0.215;0.355;-0.379;0.1;-1.612;0.269;0.561;0.017;0.448;-0.064;-1.568;-1.16;0.355
794.5;-2.341;1.937;0.599;1.033;-1.336;-1.949;2.176;-4.394;-4.657;-4.21;0.428;0.464;0.048;-0.213;-0.63;-0.476;-0.257;-1.271;-1.932;-2.422;29.695;4.238;-0.589;-0.257;-0.079;-0.767;-0.318;-0.794;-0.196;0.159;-0.814;0.104;-2.063;0.211;0.589;0.124;0.464;-0.055;-1.947;-1.432;0.417
795;-2.119;2.28;0.997;1.684;-0.836;-1.579;2.986;-3.725;-4.029;-3.593;0.421;0.457;0.276;0.002;-0.669;-0.593;-0.348;-1.359;-1.953;-2.548;29.686;4.18;-0.558;-0.221;-0.093;-0.907;-0.474;-0.975;-0.255;0.012;-1.13;0.058;-2.336;-0.003;0.509;0.11;0.448;-0.039;-2.247;-1.752;0.288
795.5;-1.899;2.535;1.383;2.227;-0.443;-1.327;3.796;-3.05;-3.614;-3.171;0.416;0.45;0.32;0.027;-0.587;-0.543;-0.287;-1.121;-1.708;-2.267;29.818;4.427;-0.692;-0.368;-0.178;-1.018;-0.551;-1.218;-0.322;-0.152;-1.089;-0.025;-2.469;-0.269;0.47;-0.003;0.418;-0.023;-2.344;-2.01;0.208
796;-1.793;2.724;1.592;2.645;-0.195;-1.158;4.241;-2.406;-3.232;-2.974;0.416;0.451;0.357;0.085;-0.477;-0.457;-0.207;-0.701;-1.308;-1.676;30.031;4.721;-0.921;-0.668;-0.306;-1.112;-0.558;-1.416;-0.472;-0.263;-0.821;-0.072;-2.454;-0.446;0.453;-0.04;0.411;-0.016;-2.27;-2.092;0.13
796.5;-1.75;2.991;1.942;3.083;0.036;-1.061;4.386;-2.006;-3.251;-3.042;0.42;0.452;0.565;0.281;-0.556;-0.564;-0.291;-0.606;-1.148;-1.497;30.032;4.873;-1.098;-0.904;-0.385;-1.132;-0.512;-1.488;-0.576;-0.347;-0.537;-0.077;-2.314;-0.55;0.329;-0.196;0.456;-0.015;-2.16;-2.035;0.106
797;-1.908;3.058;2.293;3.177;0.118;-1.006;4.291;-2.025;-3.224;-3.201;0.42;0.458;0.653;0.462;-0.617;-0.666;-0.327;-0.63;-1.132;-1.477;29.895;4.92;-1.141;-0.912;-0.333;-1.132;-0.452;-1.406;-0.543;-0.4;-0.246;0.026;-2.001;-0.521;0.317;-0.243;0.432;-0.018;-2.021;-1.969;0.194
